Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Precision,Recall,F1 Score
1,0.5769230723381042,0.52173912525177,1.098893165588379,0.657865047454834,0.5111111111111111,1.0,0.6764705882352942
2,0.6703296899795532,0.5869565010070801,0.6258663535118103,0.5505967736244202,0.75,0.2608695652173913,0.3870967741935484
3,0.7252747416496277,0.717391312122345,0.5774680972099304,0.4552905559539795,0.8571428571428571,0.5217391304347826,0.6486486486486487
4,0.7802197933197021,0.9130434989929199,0.4908289313316345,0.3323609530925751,0.8518518518518519,1.0,0.92
5,0.8186812996864319,0.9130434989929199,0.40098702907562256,0.3023151457309723,0.9130434782608695,0.9130434782608695,0.9130434782608695
6,0.8131868243217468,0.8913043737411499,0.4071786403656006,0.2951924204826355,0.8214285714285714,1.0,0.9019607843137255
7,0.8241758346557617,0.9130434989929199,0.3696448504924774,0.25986456871032715,0.88,0.9565217391304348,0.9166666666666666
8,0.8516483306884766,0.8260869383811951,0.3806592524051666,0.39315369725227356,0.7419354838709677,1.0,0.8518518518518519
9,0.8021978139877319,0.804347813129425,0.4349817633628845,0.3655965328216553,0.8181818181818182,0.782608695652174,0.8
10,0.8241758346557617,0.8913043737411499,0.38914716243743896,0.2924973666667938,0.8461538461538461,0.9565217391304348,0.8979591836734694
11,0.807692289352417,0.9130434989929199,0.4062865674495697,0.2834717631340027,0.88,0.9565217391304348,0.9166666666666666
12,0.8131868243217468,0.8913043737411499,0.3862112760543823,0.27217403054237366,0.8461538461538461,0.9565217391304348,0.8979591836734694
13,0.8186812996864319,0.8913043737411499,0.37657228112220764,0.2763283848762512,0.8214285714285714,1.0,0.9019607843137255
14,0.8406593203544617,0.8913043737411499,0.37916824221611023,0.28264766931533813,0.8461538461538461,0.9565217391304348,0.8979591836734694
15,0.8626373410224915,0.9130434989929199,0.3346168100833893,0.2700141668319702,0.8518518518518519,1.0,0.92
16,0.8681318759918213,0.8913043737411499,0.33083248138427734,0.2733451724052429,0.8214285714285714,1.0,0.9019607843137255
17,0.8516483306884766,0.9130434989929199,0.35127100348472595,0.2574376165866852,0.8518518518518519,1.0,0.92
18,0.8186812996864319,0.8695651888847351,0.35590386390686035,0.3110899031162262,0.9047619047619048,0.8260869565217391,0.8636363636363636
19,0.8516483306884766,0.9347826242446899,0.3710276782512665,0.2278316766023636,0.8846153846153846,1.0,0.9387755102040817
20,0.8186812996864319,0.9130434989929199,0.3499082028865814,0.2315700352191925,0.8518518518518519,1.0,0.92
21,0.8791208863258362,0.9130434989929199,0.3258489668369293,0.20774516463279724,0.9130434782608695,0.9130434782608695,0.9130434782608695
22,0.8516483306884766,0.8913043737411499,0.34867754578590393,0.24304799735546112,0.8214285714285714,1.0,0.9019607843137255
23,0.8296703100204468,0.9347826242446899,0.35399505496025085,0.22316111624240875,0.8846153846153846,1.0,0.9387755102040817
