Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss,Precision,Recall,F1 Score
1,0.5109890103340149,0.6739130616188049,0.7326009273529053,0.6725550889968872,0.6111111111111112,0.9565217391304348,0.7457627118644068
2,0.5549450516700745,0.717391312122345,0.708002507686615,0.6612358689308167,0.9166666666666666,0.4782608695652174,0.6285714285714286
3,0.5659340620040894,0.717391312122345,0.6837261319160461,0.6494000554084778,0.6470588235294118,0.9565217391304348,0.7719298245614035
4,0.5824176073074341,0.782608687877655,0.6734861731529236,0.6387459635734558,0.9333333333333333,0.6086956521739131,0.7368421052631579
5,0.5659340620040894,0.8478260636329651,0.6857008337974548,0.6264030337333679,0.9,0.782608695652174,0.8372093023255814
6,0.6373626589775085,0.760869562625885,0.6324770450592041,0.6214039921760559,0.9285714285714286,0.5652173913043478,0.7027027027027027
7,0.6263736486434937,0.804347813129425,0.6334763169288635,0.6058803200721741,0.75,0.9130434782608695,0.8235294117647058
8,0.6263736486434937,0.8478260636329651,0.6373484134674072,0.6001620888710022,0.9444444444444444,0.7391304347826086,0.8292682926829268
9,0.7307692170143127,0.8260869383811951,0.6041535139083862,0.5869587063789368,0.8571428571428571,0.782608695652174,0.8181818181818182
10,0.7197802066802979,0.8478260636329651,0.5885928273200989,0.5762608647346497,0.9,0.782608695652174,0.8372093023255814
11,0.7692307829856873,0.8260869383811951,0.5578259229660034,0.5730997323989868,0.9411764705882353,0.6956521739130435,0.8
12,0.7307692170143127,0.739130437374115,0.5874300003051758,0.5692551732063293,0.9230769230769231,0.5217391304347826,0.6666666666666666
13,0.6703296899795532,0.8478260636329651,0.5747857689857483,0.5477286577224731,0.9,0.782608695652174,0.8372093023255814
14,0.708791196346283,0.8478260636329651,0.5899232029914856,0.5488258600234985,0.9444444444444444,0.7391304347826086,0.8292682926829268
15,0.7252747416496277,0.8478260636329651,0.568591296672821,0.5431438684463501,0.9444444444444444,0.7391304347826086,0.8292682926829268
16,0.7802197933197021,0.8695651888847351,0.5387391448020935,0.5248804688453674,0.9047619047619048,0.8260869565217391,0.8636363636363636
17,0.7252747416496277,0.8478260636329651,0.5491207838058472,0.5183577537536621,0.9,0.782608695652174,0.8372093023255814
18,0.7967032790184021,0.8260869383811951,0.5117648839950562,0.5274075865745544,0.9411764705882353,0.6956521739130435,0.8
19,0.7417582273483276,0.8695651888847351,0.5169888138771057,0.5043607950210571,0.9473684210526315,0.782608695652174,0.8571428571428571
20,0.8186812996864319,0.8695651888847351,0.5126563906669617,0.48846933245658875,0.9047619047619048,0.8260869565217391,0.8636363636363636
21,0.7582417726516724,0.8695651888847351,0.5104633569717407,0.4872298836708069,0.9473684210526315,0.782608695652174,0.8571428571428571
22,0.7637362480163574,0.8695651888847351,0.5143880844116211,0.4840221107006073,0.9473684210526315,0.782608695652174,0.8571428571428571
23,0.807692289352417,0.8695651888847351,0.496980220079422,0.4694434106349945,0.9047619047619048,0.8260869565217391,0.8636363636363636
24,0.7417582273483276,0.8695651888847351,0.5095595717430115,0.4728236794471741,0.9473684210526315,0.782608695652174,0.8571428571428571
25,0.7967032790184021,0.8913043737411499,0.4810428023338318,0.45713552832603455,0.95,0.8260869565217391,0.8837209302325582
26,0.8406593203544617,0.8478260636329651,0.44257640838623047,0.4749801456928253,0.9444444444444444,0.7391304347826086,0.8292682926829268
27,0.8406593203544617,0.8913043737411499,0.4589477777481079,0.44423556327819824,0.95,0.8260869565217391,0.8837209302325582
28,0.7637362480163574,0.8695651888847351,0.4874306917190552,0.4335891008377075,0.9047619047619048,0.8260869565217391,0.8636363636363636
29,0.807692289352417,0.8695651888847351,0.4706675708293915,0.4422098696231842,0.9473684210526315,0.782608695652174,0.8571428571428571
30,0.807692289352417,0.8913043737411499,0.42588579654693604,0.4256137013435364,0.95,0.8260869565217391,0.8837209302325582
31,0.7857142686843872,0.8695651888847351,0.46771490573883057,0.4400444030761719,0.9473684210526315,0.782608695652174,0.8571428571428571
32,0.8461538553237915,0.8913043737411499,0.4111311733722687,0.41242390871047974,0.95,0.8260869565217391,0.8837209302325582
33,0.8241758346557617,0.8913043737411499,0.4444560706615448,0.4141652584075928,0.95,0.8260869565217391,0.8837209302325582
34,0.8021978139877319,0.8913043737411499,0.4563925564289093,0.3981839120388031,0.95,0.8260869565217391,0.8837209302325582
35,0.8131868243217468,0.8913043737411499,0.4172273874282837,0.4004165828227997,0.95,0.8260869565217391,0.8837209302325582
36,0.8131868243217468,0.8695651888847351,0.42004889249801636,0.3833942413330078,0.9047619047619048,0.8260869565217391,0.8636363636363636
37,0.7967032790184021,0.8913043737411499,0.42095810174942017,0.388245552778244,0.95,0.8260869565217391,0.8837209302325582
38,0.8241758346557617,0.8913043737411499,0.4089570641517639,0.3897688388824463,0.95,0.8260869565217391,0.8837209302325582
39,0.8241758346557617,0.8695651888847351,0.41845703125,0.3675789535045624,0.9047619047619048,0.8260869565217391,0.8636363636363636
40,0.8241758346557617,0.8913043737411499,0.42373359203338623,0.39051514863967896,0.95,0.8260869565217391,0.8837209302325582
41,0.8351648449897766,0.8913043737411499,0.4075790345668793,0.3688672184944153,0.95,0.8260869565217391,0.8837209302325582
42,0.8516483306884766,0.8913043737411499,0.391330748796463,0.3587000370025635,0.95,0.8260869565217391,0.8837209302325582
43,0.906593382358551,0.8913043737411499,0.3503907024860382,0.3808177411556244,0.95,0.8260869565217391,0.8837209302325582
44,0.8406593203544617,0.8913043737411499,0.3842422068119049,0.3465121388435364,0.95,0.8260869565217391,0.8837209302325582
45,0.8406593203544617,0.8913043737411499,0.3815579116344452,0.3740813732147217,0.95,0.8260869565217391,0.8837209302325582
46,0.8241758346557617,0.8913043737411499,0.37751954793930054,0.3545321524143219,0.95,0.8260869565217391,0.8837209302325582
47,0.807692289352417,0.8913043737411499,0.40949374437332153,0.3304620385169983,0.9090909090909091,0.8695652173913043,0.8888888888888888
48,0.8626373410224915,0.8913043737411499,0.3664773404598236,0.3816695809364319,0.95,0.8260869565217391,0.8837209302325582
49,0.8296703100204468,0.8913043737411499,0.3821283280849457,0.33078232407569885,0.95,0.8260869565217391,0.8837209302325582
50,0.8681318759918213,0.8913043737411499,0.3650341331958771,0.3275843858718872,0.95,0.8260869565217391,0.8837209302325582
